epoch,train_loss,train_acc,val_loss,val_acc,val_precision,val_recall,val_f1,val_auc_roc
1,0.5149005422484403,79.7199078177628,0.3862990036606789,91.04655789892558,0.9113041389931459,0.9104655789892558,0.9106170014751159,0.9691214908159125
2,0.3489095659579261,88.6411983690835,0.306072223931551,91.88221249502587,0.9199318088315284,0.9188221249502586,0.9189819645623554,0.9731647230395555
3,0.29307937664163985,89.6605211841872,0.2723082073032856,92.47910863509749,0.9252206186881321,0.924791086350975,0.924881853689265,0.9752428250119389
4,0.26805566276534126,90.23666016663712,0.24916381314396857,92.51890171110226,0.925157172769344,0.9251890171110226,0.9251677562924364,0.9776787777486791
5,0.25136636163892045,90.93245878390357,0.23787977881729602,92.59848786311183,0.9259434917560756,0.9259848786311182,0.9259493319784171,0.9784525698499016
6,0.2362041537371059,91.43768835312888,0.23196548074483872,93.03621169916435,0.9307361945769023,0.9303621169916435,0.9304409797808583,0.9774416013227961
7,0.22809291180581023,91.6504165928027,0.2218929175287485,92.83724631914046,0.9283332389647813,0.9283724631914047,0.9283236400458462,0.9791047247854819
8,0.2241041798376094,91.61939372451693,0.2172884102910757,93.1157978511739,0.9311796131583653,0.931157978511739,0.9311674543532195,0.9788774975736756
9,0.21591716718539006,92.17337351533416,0.21360356435179711,93.1157978511739,0.9311329474401908,0.931157978511739,0.9311417315845407,0.9796509687325087
10,0.21333365058158077,92.11132777876263,0.21276111751794816,92.59848786311183,0.9260929166888651,0.9259848786311182,0.9258454196112585,0.9798294127011026
11,0.20943614891019918,92.17337351533416,0.20935273077338934,92.87703939514525,0.9290329477529882,0.9287703939514524,0.9285978201659971,0.9804783582127874
12,0.2084502257869742,92.33735153341605,0.20788743272423743,92.28014325507363,0.9236436028722492,0.9228014325507362,0.9224878357702435,0.9812511874868414
13,0.20144933634727014,92.40382910831413,0.20226539578288794,92.67807401512137,0.927478289975731,0.9267807401512137,0.9265135317696611,0.9820458408433852
14,0.20370641228674496,92.43042013827336,0.20099749136716127,92.71786709112615,0.9274324272686469,0.9271786709112615,0.9270022407283658,0.981674831441057
15,0.20172704697328772,92.50132955149796,0.19820528998970985,92.99641862315957,0.9299819515066352,0.9299641862315957,0.9298719084834753,0.9811953435110584
16,0.19903454980102636,92.46587484488566,0.19337252527475357,93.03621169916435,0.9303596794753354,0.9303621169916435,0.9302817478193899,0.9815862513415392
17,0.19713238214200499,92.52348874313066,0.1983531855046749,92.55869478710704,0.9256358213729313,0.9255869478710704,0.9254681316915024,0.9809822377643923
18,0.19481733702333634,92.56780712639603,0.19713771920651196,92.47910863509749,0.9257511803208431,0.924791086350975,0.9244697036570466,0.9823982355871193
19,0.19223169561496561,92.63871653962063,0.19877652414143085,92.43931555909272,0.9251883123936425,0.9243931555909272,0.9240965307024586,0.9821151643995297
20,0.19425196760455093,92.78496720439638,0.1945989741012454,92.87703939514525,0.9289972682283115,0.9287703939514524,0.9286065127476789,0.9816709801323822
21,0.1936381758943116,92.62542102464103,0.1950116766616702,92.39952248308795,0.9247562604705974,0.9239952248308795,0.9237022805754704,0.9821318534037866
22,0.1921653604861033,92.740648821131,0.19543370902538298,92.71786709112615,0.9273051180856345,0.9271786709112615,0.9270372011079538,0.9811869990089299
23,0.1904076638784112,92.89576316255983,0.19269014429301023,92.95662554715479,0.9296515237034227,0.9295662554715479,0.9294457643217893,0.9817082094495709
24,0.19056947083122985,92.82042191100868,0.1963843708857894,92.59848786311183,0.9271340865416353,0.9259848786311182,0.9256420643409164,0.9829951884316958
25,0.18873836314779216,92.82042191100868,0.19533997382968665,92.47910863509749,0.9255594735647322,0.924791086350975,0.9245012095746801,0.9819611120525422
26,0.18863673091439878,92.73621698280446,0.1932836627587676,92.67807401512137,0.9270891289019448,0.9267807401512137,0.9265897580260664,0.9816581424368
27,0.18676631148420486,93.15724162382557,0.18836176283657552,93.03621169916435,0.9307555912904527,0.9303621169916435,0.9301673420175501,0.9827750219524594
28,0.18470750424989874,93.07746853394788,0.19635872039943933,92.43931555909272,0.9256748360463084,0.9243931555909272,0.9240208203428129,0.9826338073010543
29,0.18790442761728318,92.77167168941676,0.1938857115805149,92.59848786311183,0.926734126858743,0.9259848786311182,0.9257046824854682,0.9822428994705735
30,0.1847091924588559,93.05974118064174,0.20014810878783465,92.35972940708317,0.9251115238369612,0.9235972940708317,0.9231866801477232,0.9819861455589276
31,0.1868072812587528,93.14837794717249,0.19496414568275214,92.71786709112615,0.9277954037402707,0.9271786709112615,0.9269276102819843,0.9817801005448318
32,0.1859966132179492,92.94451338415175,0.19392749723047017,92.63828093911658,0.9269400009774718,0.9263828093911659,0.9261387841577239,0.9819303015831446
33,0.18207784590579695,93.25917390533593,0.19311846029013396,92.55869478710704,0.9259932260011744,0.9255869478710704,0.9253693347100199,0.981770472273145
34,0.18476878839024044,92.94008154582521,0.19777140486985445,92.3199363310784,0.9239530473764628,0.9231993633107839,0.9229033515762607,0.9812537550259578
35,0.18146787440709475,93.19712816876441,0.19227118398994208,92.71786709112615,0.9275095786014326,0.9271786709112615,0.9269841730174202,0.9815477382547924
36,0.1800892997932973,93.11735507888672,0.19310100432485341,92.83724631914046,0.9286903915266636,0.9283724631914047,0.9281856328515866,0.9813930440230257
37,0.18101578041658564,93.15724162382557,0.19175540655851364,92.75766016713092,0.9282241707441197,0.9275766016713092,0.9273220657960545,0.982447660715111
38,0.17976347554874958,93.2325828753767,0.19627966973930597,92.51890171110226,0.9262570784457921,0.9251890171110226,0.9248533206593337,0.9823353308787659
39,0.18613854412641903,92.90462683921291,0.191474624350667,92.63828093911658,0.9271658997530017,0.9263828093911659,0.9260990675730996,0.9829316418385634
40,0.18295584917910354,92.94451338415175,0.2004926947876811,92.24035017906884,0.92354843352283,0.9224035017906884,0.9220384567288061,0.9815028063202542
41,0.17955127716232827,93.14394610884595,0.19532646965235473,92.71786709112615,0.9279691128471363,0.9271786709112615,0.9268979965723093,0.9816003728066798
42,0.18026202247809556,93.31678780358092,0.1971242055296898,92.35972940708317,0.9243249254190822,0.9235972940708317,0.9233080593398382,0.9811927759719419
43,0.179230321051374,93.41428824676476,0.19942612648010255,92.24035017906884,0.9243021010601234,0.9224035017906884,0.9219323233002451,0.9819810104806946
44,0.18359969438469342,93.0686048572948,0.1988801397383213,92.12097095105452,0.9222341906224578,0.9212097095105451,0.9208561568646173,0.9809193330560392
45,0.1773581313295553,93.25474206700939,0.19420506972819568,92.55869478710704,0.9259495175294495,0.9255869478710704,0.9253788168987536,0.9805021079496147
46,0.18056510750856777,93.04644566566212,0.19946251176297664,92.12097095105452,0.9223775554445787,0.9212097095105451,0.9208332915846824,0.9813262880059979
47,0.17739990766102312,93.21928736039709,0.20128353741019964,92.24035017906884,0.9243021010601234,0.9224035017906884,0.9219323233002451,0.9821780691078829
48,0.18055828946963542,93.22371919872363,0.19458742029964923,92.67807401512137,0.9277276944161083,0.9267807401512137,0.9264730341248102,0.9822165821946297
49,0.17986405539815709,93.44087927672399,0.20024012140929698,92.24035017906884,0.9241183016809934,0.9224035017906884,0.9219566572910156,0.9823995193566774
50,0.1789130571029954,93.34337883354016,0.1955051753669977,92.51890171110226,0.9262570784457921,0.9251890171110226,0.9248533206593337,0.9820535434607346
